label,label_id
EC:-.-.-.-,0
EC:2.7.11.1,1
EC:2.7.7.6,2
EC:3.6.4.12,3
EC:3.6.4.13,4
EC:2.3.2.27,5
EC:5.2.1.8,6
EC:7.1.1.2,7
EC:7.1.2.2,8
EC:3.1.26.4,9
EC:2.7.7.7,10
EC:6.1.1.20,11
EC:4.2.1.33,12
EC:6.1.1.17,13
EC:6.5.1.2,14
EC:4.2.1.20,15
EC:2.7.4.3,16
EC:2.5.1.75,17
EC:2.1.3.15,18
EC:2.1.1.199,19
EC:6.1.1.15,20
EC:3.1.1.29,21
EC:7.4.2.8,22
EC:6.1.1.11,23
EC:3.1.26.5,24
EC:3.1.3.16,25
EC:6.1.1.7,26
EC:6.1.1.16,27
EC:6.1.1.4,28
EC:6.3.4.4,29
EC:4.2.1.11,30
EC:2.3.1.234,31
EC:6.1.1.19,32
EC:3.1.11.6,33
EC:3.5.1.5,34
EC:2.1.2.1,35
EC:6.1.1.21,36
EC:2.1.2.9,37
EC:2.1.1.228,38
EC:3.4.19.12,39
EC:2.8.1.13,40
EC:2.7.2.3,41
EC:3.6.1.27,42
EC:2.4.1.227,43
EC:4.2.3.5,44
EC:5.3.1.1,45
EC:6.1.1.14,46
EC:2.7.13.3,47
EC:5.4.99.12,48
EC:6.3.2.4,49
EC:2.7.4.6,50
EC:2.7.7.8,51
EC:3.1.22.4,52
EC:2.7.4.9,53
EC:3.4.21.92,54
EC:5.4.2.10,55
EC:2.1.3.2,56
EC:2.7.7.3,57
EC:6.3.2.8,58
EC:6.1.1.3,59
EC:2.7.1.148,60
EC:5.3.1.16,61
EC:3.1.1.96,62
EC:3.6.1.9,63
EC:2.7.8.13,64
EC:2.4.2.7,65
EC:2.7.8.7,66
EC:5.4.3.8,67
EC:2.4.2.18,68
EC:5.4.99.25,69
EC:2.7.1.33,70
EC:6.3.5.7,71
EC:2.5.1.78,72
EC:4.1.1.23,73
EC:1.2.1.70,74
EC:2.1.1.33,75
EC:6.1.1.5,76
EC:2.1.1.182,77
EC:2.8.4.3,78
EC:3.1.3.5,79
EC:4.3.2.1,80
EC:6.3.4.2,81
EC:1.2.1.41,82
EC:2.5.1.19,83
EC:6.3.2.1,84
EC:1.15.1.1,85
EC:2.1.1.192,86
EC:2.8.1.8,87
EC:4.3.2.10,88
EC:4.3.3.7,89
EC:3.1.1.4,90
EC:5.3.1.9,91
EC:2.1.2.11,92
EC:2.5.1.6,93
EC:7.1.1.9,94
EC:2.6.1.9,95
EC:6.1.1.1,96
EC:2.3.1.274,97
EC:3.1.3.48,98
EC:2.8.1.6,99
EC:4.2.1.10,100
EC:2.1.1.177,101
EC:2.5.1.141,102
EC:1.17.1.8,103
EC:1.1.1.94,104
EC:6.3.5.2,105
EC:2.5.1.7,106
EC:2.7.1.23,107
EC:2.4.2.9,108
EC:4.2.1.19,109
EC:2.5.1.18,110
EC:2.7.2.8,111
EC:3.5.1.88,112
EC:6.3.4.20,113
EC:2.7.4.22,114
EC:4.2.1.9,115
EC:2.3.1.181,116
EC:3.6.1.23,117
EC:6.3.4.5,118
EC:3.5.4.16,119
EC:6.3.2.9,120
EC:1.1.1.25,121
EC:6.1.1.10,122
EC:2.4.2.17,123
EC:6.3.2.6,124
EC:1.3.1.98,125
EC:2.7.4.25,126
EC:1.1.1.86,127
EC:2.2.1.7,128
EC:4.2.3.4,129
EC:1.1.1.267,130
EC:2.3.1.275,131
EC:3.6.1.15,132
EC:3.6.5.n1,133
EC:2.4.99.17,134
EC:2.5.1.61,135
EC:4.2.1.59,136
EC:1.1.1.37,137
EC:6.3.5.5,138
EC:1.4.4.2,139
EC:3.1.26.3,140
EC:5.3.1.6,141
EC:2.5.1.145,142
EC:2.7.10.1,143
EC:5.6.2.2,144
EC:2.2.1.2,145
EC:4.1.1.65,146
EC:6.2.1.5,147
EC:3.2.1.4,148
EC:6.1.1.23,149
EC:3.1.3.11,150
EC:4.1.1.37,151
EC:1.2.1.38,152
EC:3.4.25.1,153
EC:2.4.2.10,154
EC:1.17.7.4,155
EC:3.2.1.17,156
EC:5.1.1.1,157
EC:5.1.1.7,158
EC:2.1.1.45,159
EC:2.3.1.180,160
EC:7.3.2.1,161
EC:2.7.4.8,162
EC:2.8.4.4,163
EC:2.7.7.18,164
EC:2.7.1.39,165
EC:2.7.1.30,166
EC:2.7.1.71,167
EC:2.7.2.11,168
EC:6.1.1.6,169
EC:3.4.21.88,170
EC:2.7.1.130,171
EC:4.6.1.12,172
EC:4.1.1.11,173
EC:2.1.3.3,174
EC:5.3.1.24,175
EC:6.1.1.9,176
EC:6.3.3.1,177
EC:4.1.1.48,178
EC:2.3.3.13,179
EC:5.4.2.12,180
EC:6.3.5.3,181
EC:2.7.2.1,182
EC:2.4.1.21,183
EC:2.5.1.3,184
EC:2.7.7.60,185
EC:3.4.23.36,186
EC:6.3.4.19,187
EC:1.3.7.7,188
EC:1.3.5.2,189
EC:2.7.7.38,190
EC:2.8.1.10,191
EC:2.1.1.170,192
EC:2.1.1.77,193
EC:3.2.2.27,194
EC:2.7.7.4,195
EC:4.1.99.17,196
EC:1.4.3.5,197
EC:1.11.1.21,198
EC:5.3.1.23,199
EC:1.1.1.85,200
EC:2.1.1.166,201
EC:3.6.1.7,202
EC:3.5.1.18,203
EC:2.7.1.24,204
EC:1.7.1.13,205
EC:3.5.4.19,206
EC:5.4.2.11,207
EC:2.7.7.56,208
EC:3.5.2.3,209
EC:3.6.1.66,210
EC:3.2.1.21,211
EC:3.2.1.14,212
EC:2.3.2.6,213
EC:2.4.1.18,214
EC:2.4.2.29,215
EC:4.99.1.1,216
EC:5.1.1.3,217
EC:3.4.21.53,218
EC:1.17.7.3,219
EC:3.1.26.11,220
EC:3.2.1.8,221
EC:4.1.2.4,222
EC:4.6.1.17,223
EC:6.3.4.3,224
EC:2.7.7.48,225
EC:3.6.1.1,226
EC:4.2.1.96,227
EC:1.18.1.2,228
EC:2.3.1.47,229
EC:3.1.2.6,230
EC:3.2.1.23,231
EC:3.5.2.6,232
EC:3.6.1.31,233
EC:2.6.99.2,234
EC:3.4.25.2,235
EC:6.3.2.2,236
EC:2.1.2.10,237
EC:2.7.10.2,238
EC:2.7.1.50,239
EC:2.7.7.27,240
EC:1.11.1.7,241
EC:2.3.1.48,242
EC:2.4.1.129,243
EC:1.8.4.11,244
EC:2.3.1.225,245
EC:6.3.3.3,246
EC:2.3.1.31,247
EC:3.5.4.2,248
EC:1.1.1.23,249
EC:2.1.1.74,250
EC:2.3.2.23,251
EC:5.3.3.2,252
EC:1.11.1.24,253
EC:3.6.5.2,254
EC:2.7.1.11,255
EC:2.7.1.21,256
EC:3.1.21.2,257
EC:2.7.1.170,258
EC:4.1.99.22,259
EC:2.3.1.286,260
EC:2.7.8.26,261
EC:6.1.1.22,262
EC:7.2.1.1,263
EC:1.1.1.27,264
EC:2.2.1.9,265
EC:2.6.1.52,266
EC:3.5.2.7,267
EC:3.1.1.3,268
EC:1.17.4.1,269
EC:1.2.1.12,270
EC:6.1.1.12,271
EC:4.1.1.31,272
EC:6.3.1.5,273
EC:7.4.2.11,274
EC:4.2.1.1,275
EC:6.1.1.2,276
EC:3.5.2.9,277
EC:1.14.14.1,278
EC:2.8.1.4,279
EC:3.1.21.4,280
EC:3.5.99.6,281
EC:6.5.1.1,282
EC:2.7.11.24,283
EC:2.7.6.1,284
EC:4.1.1.49,285
EC:3.4.11.18,286
EC:3.5.4.13,287
EC:2.1.1.14,288
EC:2.4.1.182,289
EC:1.1.1.1,290
EC:3.2.2.6,291
EC:3.5.1.44,292
EC:4.1.1.50,293
EC:1.18.6.1,294
EC:2.5.1.72,295
EC:6.3.1.2,296
EC:2.6.1.16,297
EC:3.5.1.108,298
EC:1.97.1.12,299
EC:2.5.1.16,300
EC:6.2.1.1,301
EC:2.7.7.77,302
EC:2.8.1.7,303
EC:2.5.1.55,304
EC:3.1.1.1,305
EC:4.1.2.13,306
EC:3.1.3.77,307
EC:2.3.1.117,308
EC:2.3.2.26,309
EC:3.2.1.52,310
EC:2.3.1.129,311
EC:2.4.2.21,312
EC:4.1.1.39,313
EC:4.2.1.126,314
EC:5.4.2.7,315
EC:6.3.2.13,316
EC:1.2.1.10,317
EC:2.5.1.39,318
EC:3.3.1.1,319
EC:3.5.1.2,320
EC:2.1.1.195,321
EC:2.3.2.29,322
EC:2.4.2.1,323
EC:4.1.3.27,324
EC:4.1.3.39,325
EC:2.1.1.37,326
EC:2.7.7.72,327
EC:4.2.1.109,328
EC:4.4.1.21,329
EC:1.8.4.12,330
EC:3.4.11.9,331
EC:4.1.1.19,332
EC:1.11.1.6,333
EC:1.8.1.2,334
EC:2.1.1.72,335
EC:4.3.1.3,336
EC:5.4.99.27,337
EC:5.4.99.62,338
EC:3.1.3.2,339
EC:2.1.1.190,340
EC:3.2.1.1,341
EC:4.3.3.6,342
EC:5.6.2.1,343
EC:1.3.3.3,344
EC:1.6.5.2,345
EC:1.10.3.2,346
EC:4.2.2.n1,347
EC:1.1.5.4,348
EC:1.8.1.9,349
EC:1.16.3.1,350
EC:5.3.4.1,351
EC:2.7.7.101,352
EC:1.1.1.262,353
EC:1.3.1.9,354
EC:2.7.7.87,355
EC:3.1.1.11,356
EC:4.2.2.2,357
EC:7.3.2.2,358
EC:7.6.2.5,359
EC:5.3.1.28,360
EC:7.6.2.11,361
EC:3.6.1.41,362
EC:2.1.1.242,363
EC:2.3.1.46,364
EC:4.1.3.40,365
EC:4.2.3.3,366
EC:1.1.1.100,367
EC:2.7.1.40,368
EC:2.7.11.22,369
EC:3.1.13.4,370
EC:2.4.2.22,371
EC:2.7.1.48,372
EC:3.2.1.39,373
EC:3.2.2.9,374
EC:3.4.21.89,375
EC:4.1.99.23,376
EC:4.6.1.2,377
EC:6.3.4.13,378
EC:2.6.1.11,379
EC:4.1.99.12,380
EC:1.2.1.8,381
EC:2.4.2.8,382
EC:2.7.1.25,383
EC:3.2.1.18,384
EC:4.2.1.2,385
EC:1.2.3.1,386
EC:1.21.4.2,387
EC:1.1.1.17,388
EC:1.1.1.290,389
EC:1.2.1.58,390
EC:1.2.4.1,391
EC:1.4.1.20,392
EC:3.1.3.18,393
EC:3.4.16.4,394
EC:5.1.99.6,395
EC:6.3.4.21,396
EC:7.1.1.8,397
EC:1.7.7.1,398
EC:3.2.2.22,399
EC:3.4.21.4,400
EC:3.5.1.28,401
EC:1.5.1.3,402
EC:2.6.1.83,403
EC:3.4.19.3,404
EC:3.5.4.4,405
EC:1.1.1.383,406
EC:1.12.1.2,407
EC:3.2.1.46,408
EC:3.4.23.16,409
EC:4.2.1.104,410
EC:4.6.1.1,411
EC:5.3.1.5,412
EC:1.14.14.126,413
EC:1.2.1.3,414
EC:1.6.2.2,415
EC:2.1.1.297,416
EC:2.1.1.86,417
EC:2.3.1.1,418
EC:2.3.1.269,419
EC:2.3.2.8,420
EC:2.8.1.1,421
EC:3.1.1.n2,422
EC:3.6.1.54,423
EC:4.2.1.92,424
EC:1.1.1.103,425
EC:1.1.1.205,426
EC:1.10.3.9,427
EC:3.2.1.26,428
EC:4.6.1.18,429
EC:1.11.1.13,430
EC:1.3.1.42,431
EC:1.7.99.1,432
EC:2.3.1.13,433
EC:2.7.7.2,434
EC:6.1.1.18,435
EC:2.1.1.35,436
EC:2.3.1.189,437
EC:2.3.2.15,438
EC:2.7.4.1,439
EC:3.1.1.31,440
EC:3.2.1.78,441
EC:3.4.11.4,442
EC:4.2.99.18,443
EC:1.1.1.81,444
EC:1.11.1.9,445
EC:1.14.99.60,446
EC:2.1.1.163,447
EC:2.1.1.186,448
EC:2.1.1.223,449
EC:2.2.1.6,450
EC:2.3.1.16,451
EC:2.3.3.16,452
EC:2.3.3.9,453
EC:2.7.1.2,454
EC:2.7.1.6,455
EC:3.2.1.22,456
EC:3.4.22.16,457
EC:4.2.1.17,458
EC:4.2.1.8,459
EC:7.2.1.2,460
EC:7.2.2.1,461
EC:7.4.2.4,462
EC:1.14.14.82,463
EC:1.2.1.71,464
EC:1.3.5.5,465
EC:1.5.1.7,466
EC:1.7.1.3,467
EC:2.1.1.172,468
EC:2.1.1.205,469
EC:2.3.3.15,470
EC:2.4.2.58,471
EC:2.5.1.29,472
EC:3.1.21.7,473
EC:3.2.1.15,474
EC:3.5.1.92,475
EC:3.5.3.23,476
EC:3.5.4.5,477
EC:1.10.3.3,478
EC:1.14.11.33,479
EC:1.14.15.21,480
EC:1.3.1.14,481
EC:2.3.1.15,482
EC:2.4.1.41,483
EC:2.7.11.25,484
EC:3.1.4.11,485
EC:7.5.2.6,486
EC:1.1.1.270,487
EC:1.14.12.18,488
EC:1.7.1.7,489
EC:1.8.1.4,490
EC:2.7.1.107,491
EC:3.1.1.5,492
EC:3.1.3.1,493
EC:3.4.16.6,494
EC:3.6.3.14,495
EC:4.2.1.49,496
EC:6.3.1.13,497
EC:7.5.2.7,498
EC:7.6.2.14,499
EC:1.1.1.38,500
EC:1.1.1.82,501
EC:1.1.99.2,502
EC:1.13.11.4,503
EC:1.14.16.5,504
EC:1.3.1.122,505
EC:1.97.1.4,506
EC:2.1.1.133,507
EC:2.1.1.67,508
EC:2.3.1.12,509
EC:2.3.2.31,510
EC:2.4.1.260,511
EC:2.4.2.42,512
EC:2.5.1.112,513
EC:2.5.1.84,514
EC:2.7.1.32,515
EC:2.7.7.19,516
EC:2.7.9.3,517
EC:3.1.2.14,518
EC:3.1.30.1,519
EC:3.1.4.53,520
EC:3.2.1.68,521
EC:3.4.14.5,522
EC:3.4.21.73,523
EC:3.5.1.10,524
EC:3.5.3.6,525
EC:3.5.4.25,526
EC:4.1.1.84,527
EC:4.2.3.26,528
EC:4.3.2.8,529
EC:5.2.1.1,530
EC:7.2.2.10,531
EC:7.2.2.20,532
EC:1.1.1.10,533
EC:1.1.2.4,534
EC:1.13.11.29,535
EC:1.2.3.7,536
EC:1.3.1.108,537
EC:1.3.1.44,538
EC:1.8.99.5,539
EC:2.1.1.245,540
EC:2.3.1.74,541
EC:2.4.2.4,542
EC:2.7.1.182,543
EC:3.1.13.1,544
EC:3.2.1.114,545
EC:3.2.1.141,546
EC:3.2.1.45,547
EC:3.7.1.2,548
EC:4.99.1.9,549
EC:6.2.1.16,550
EC:1.1.1.170,551
EC:1.1.1.36,552
EC:1.1.1.382,553
EC:1.14.11.66,554
EC:1.14.11.68,555
EC:1.14.14.107,556
EC:1.14.15.30,557
EC:1.5.1.2,558
EC:2.3.1.263,559
EC:2.3.1.9,560
EC:2.3.2.3,561
EC:2.5.1.10,562
EC:2.7.1.1,563
EC:2.7.12.1,564
EC:2.7.8.41,565
EC:2.8.1.12,566
EC:2.8.3.8,567
EC:3.5.1.99,568
EC:4.1.1.98,569
EC:7.2.2.8,570
EC:7.3.2.3,571
EC:1.1.1.261,572
EC:1.1.1.42,573
EC:1.12.1.3,574
EC:1.14.14.16,575
EC:1.14.20.6,576
EC:1.2.4.2,577
EC:1.3.1.83,578
EC:2.1.1.148,579
EC:2.1.1.22,580
EC:2.1.1.329,581
EC:2.3.1.6,582
EC:2.4.1.206,583
EC:2.7.11.30,584
EC:2.8.2.2,585
EC:2.8.2.23,586
EC:3.1.1.98,587
EC:3.13.1.9,588
EC:3.2.1.166,589
EC:3.2.1.177,590
EC:3.2.2.19,591
EC:3.4.15.6,592
EC:3.4.18.1,593
EC:3.4.21.39,594
EC:3.5.4.26,595
EC:3.7.1.3,596
EC:4.1.1.79,597
EC:4.3.1.18,598
EC:4.99.1.10,599
EC:5.1.1.20,600
EC:5.2.1.14,601
EC:5.4.99.5,602
EC:5.4.99.7,603
EC:6.3.1.1,604
EC:6.4.1.6,605
EC:7.3.2.5,606
EC:1.1.2.7,607
EC:1.1.3.20,608
EC:1.1.5.3,609
EC:1.12.99.6,610
EC:1.13.11.2,611
EC:1.13.11.39,612
EC:1.14.15.4,613
EC:1.14.19.21,614
EC:1.14.19.3,615
EC:1.14.19.76,616
EC:1.18.1.1,617
EC:1.2.1.11,618
EC:1.2.1.50,619
EC:1.2.1.9,620
EC:1.23.5.1,621
EC:1.3.1.54,622
EC:1.3.1.84,623
EC:1.7.2.1,624
EC:1.8.4.9,625
EC:1.8.7.3,626
EC:1.9.6.1,627
EC:2.1.1.137,628
EC:2.1.1.156,629
EC:2.1.1.174,630
EC:2.1.1.181,631
EC:2.1.1.295,632
EC:2.1.1.63,633
EC:2.3.1.256,634
EC:2.3.3.3,635
EC:2.4.1.17,636
EC:2.4.1.241,637
EC:2.4.1.250,638
EC:2.4.1.345,639
EC:2.4.2.31,640
EC:2.4.99.3,641
EC:2.5.1.49,642
EC:2.6.1.1,643
EC:2.6.1.42,644
EC:2.7.1.138,645
EC:2.7.1.160,646
EC:2.7.1.35,647
EC:2.7.7.41,648
EC:2.7.7.85,649
EC:2.7.9.4,650
EC:2.8.2.5,651
EC:2.8.3.6,652
EC:3.1.1.13,653
EC:3.1.1.85,654
EC:3.2.1.101,655
EC:3.2.1.143,656
EC:3.3.2.1,657
EC:3.4.17.1,658
EC:3.4.21.36,659
EC:3.4.22.49,660
EC:3.5.1.98,661
EC:3.5.4.30,662
EC:3.6.1.12,663
EC:4.1.1.36,664
EC:4.1.1.81,665
EC:4.2.1.114,666
EC:4.2.3.2,667
EC:4.4.1.28,668
EC:5.1.3.6,669
EC:5.2.1.2,670
EC:5.3.1.12,671
EC:5.3.1.33,672
EC:5.3.1.4,673
EC:5.3.3.12,674
EC:5.3.3.4,675
EC:5.4.99.41,676
EC:6.2.1.13,677
EC:6.3.2.52,678
EC:7.6.2.1,679
EC:1.1.1.138,680
EC:1.1.1.18,681
EC:1.1.1.30,682
EC:1.1.1.45,683
EC:1.1.1.49,684
EC:1.11.1.1,685
EC:1.11.1.27,686
EC:1.11.1.8,687
EC:1.13.11.3,688
EC:1.13.11.54,689
EC:1.14.11.1,690
EC:1.14.19.41,691
EC:1.3.3.15,692
EC:1.3.7.12,693
EC:1.3.8.5,694
EC:1.4.3.19,695
EC:1.4.3.22,696
EC:1.7.1.4,697
EC:1.8.1.8,698
EC:1.8.98.2,699
EC:2.1.1.2,700
EC:2.1.1.317,701
EC:2.2.1.1,702
EC:2.3.2.30,703
EC:2.4.1.16,704
EC:2.4.2.28,705
EC:2.5.1.115,706
EC:2.5.1.26,707
EC:2.5.1.47,708
EC:2.6.1.44,709
EC:2.7.11.21,710
EC:2.7.7.64,711
EC:2.7.7.78,712
EC:2.7.8.33,713
EC:2.9.1.3,714
EC:3.1.1.77,715
EC:3.1.3.71,716
EC:3.2.1.11,717
EC:3.2.1.80,718
EC:3.4.21.105,719
EC:3.4.23.20,720
EC:3.4.24.28,721
EC:3.4.24.39,722
EC:3.5.1.1,723
EC:3.7.1.21,724
EC:4.1.1.105,725
EC:4.1.1.83,726
EC:4.2.1.70,727
EC:4.3.1.1,728
EC:4.4.1.16,729
EC:5.1.3.32,730
EC:5.1.3.8,731
EC:5.1.3.9,732
EC:5.3.1.29,733
EC:5.3.99.6,734
EC:5.4.3.2,735
EC:5.6.1.1,736
EC:6.2.1.4,737
EC:6.3.3.7,738
EC:6.5.1.4,739
EC:7.2.2.6,740
EC:7.2.4.5,741
EC:7.6.2.10,742
EC:7.6.2.4,743
EC:1.1.1.12,744
EC:1.1.1.252,745
EC:1.1.1.80,746
EC:1.1.7.1,747
EC:1.13.11.63,748
EC:1.14.13.24,749
EC:1.14.14.139,750
EC:1.14.14.86,751
EC:1.14.19.29,752
EC:1.14.19.53,753
EC:1.14.99.n4,754
EC:1.17.4.4,755
EC:1.2.1.16,756
EC:1.2.1.32,757
EC:1.21.98.3,758
EC:1.3.1.75,759
EC:1.3.1.93,760
EC:1.3.1.94,761
EC:1.3.8.4,762
EC:1.3.99.30,763
EC:1.4.1.16,764
EC:1.5.98.2,765
EC:1.7.1.2,766
EC:1.7.2.2,767
EC:1.8.3.2,768
EC:2.1.1.189,769
EC:2.1.1.197,770
EC:2.1.1.229,771
EC:2.1.1.354,772
EC:2.1.1.5,773
EC:2.1.1.7,774
EC:2.1.1.71,775
EC:2.3.1.17,776
EC:2.3.2.16,777
EC:2.4.1.1,778
EC:2.4.1.15,779
EC:2.4.1.91,780
EC:2.4.2.30,781
EC:2.4.2.47,782
EC:2.5.1.41,783
EC:2.6.1.19,784
EC:2.7.1.183,785
EC:2.7.1.191,786
EC:2.7.1.205,787
EC:2.7.1.86,788
EC:2.7.12.2,789
EC:2.7.7.13,790
EC:2.7.7.49,791
EC:2.7.8.11,792
EC:2.7.8.2,793
EC:2.9.1.1,794
EC:3.1.1.108,795
EC:3.1.3.37,796
EC:3.1.3.83,797
EC:3.1.4.45,798
EC:3.2.1.165,799
EC:3.3.2.9,800
EC:3.4.11.14,801
EC:3.4.13.18,802
EC:3.4.17.20,803
EC:3.4.21.109,804
EC:3.4.21.63,805
EC:3.4.23.25,806
EC:3.5.1.103,807
EC:3.5.3.8,808
EC:3.6.1.59,809
EC:3.6.4.10,810
EC:4.1.1.104,811
EC:4.1.1.107,812
EC:4.1.2.29,813
EC:4.2.1.148,814
EC:4.2.1.79,815
EC:4.2.3.12,816
EC:4.2.3.152,817
EC:4.3.1.12,818
EC:5.1.3.15,819
EC:5.1.3.20,820
EC:5.1.3.5,821
EC:5.5.1.2,822
EC:6.2.1.19,823
EC:6.4.1.2,824
EC:7.2.2.19,825
EC:7.2.2.21,826
EC:1.1.1.127,827
EC:1.1.1.157,828
EC:1.1.1.29,829
EC:1.1.1.294,830
EC:1.1.1.318,831
EC:1.1.1.411,832
EC:1.1.1.6,833
EC:1.1.1.87,834
EC:1.1.3.21,835
EC:1.1.3.37,836
EC:1.1.5.5,837
EC:1.1.99.3,838
EC:1.13.11.1,839
EC:1.14.12.15,840
EC:1.14.13.227,841
EC:1.14.19.35,842
EC:1.14.99.38,843
EC:1.14.99.50,844
EC:1.17.1.9,845
EC:1.2.1.44,846
EC:1.2.7.10,847
EC:1.3.1.21,848
EC:1.3.8.6,849
EC:1.3.99.4,850
EC:1.4.1.14,851
EC:1.4.3.1,852
EC:1.4.3.2,853
EC:1.8.4.8,854
EC:1.8.5.4,855
EC:2.1.1.132,856
EC:2.1.1.204,857
EC:2.1.1.334,858
EC:2.1.1.34,859
EC:2.2.1.13,860
EC:2.3.1.165,861
EC:2.3.1.174,862
EC:2.3.1.19,863
EC:2.3.1.282,864
EC:2.3.1.43,865
EC:2.3.1.7,866
EC:2.3.2.22,867
EC:2.4.1.101,868
EC:2.4.1.223,869
